latitude,longitude,incident_type,area_name,hour,timestamp,severity,time_period
31.471747,74.355766,catcalling,Canal Road Isolated,23,2023-10-28 23:17:00,3,night
31.472534,74.366027,harassment,Canal Road Isolated,23,2023-07-22 23:50:00,4,night
31.476701,74.348704,poor_lighting,Canal Road Isolated,21,2023-12-17 21:20:00,4,night
31.48905,74.357802,isolated_area,Canal Road Isolated,22,2023-01-21 22:59:00,3,night
31.481796,74.368377,isolated_area,Canal Road Isolated,22,2023-12-02 22:33:00,3,night
31.472894,74.349096,isolated_area,Canal Road Isolated,17,2023-08-14 17:34:00,3,evening
31.483952,74.362085,poor_lighting,Canal Road Isolated,13,2023-10-21 13:04:00,3,afternoon
31.466796,74.359597,catcalling,Canal Road Isolated,20,2023-08-20 20:24:00,3,evening
31.482146,74.354291,poor_lighting,Canal Road Isolated,19,2023-08-18 19:04:00,4,evening
31.493734,74.372301,isolated_area,Canal Road Isolated,14,2023-01-11 14:02:00,3,afternoon
